"C_HLEVEL";"C_FULLNAME";"C_NAME";"C_SYNONYM_CD";"C_VISUALATTRIBUTES";"C_TOTALNUM";"C_BASECODE";"C_METADATAXML";"C_FACTTABLECOLUMN";"C_TABLENAME";"C_COLUMNNAME";"C_COLUMNDATATYPE";"C_OPERATOR";"C_DIMCODE";"C_COMMENT";"C_TOOLTIP";"M_APPLIED_PATH";"UPDATE_DATE";"DOWNLOAD_DATE";"IMPORT_DATE";"SOURCESYSTEM_CD";"VALUETYPE_CD";"M_EXCLUSION_CD";"C_PATH";"C_SYMBOL";"HPDS_PATH"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP43019-6\72376-7\";"Hepatitis C virus Ab [Presence] in Serum by Rapid immunoassay";"";"";"";"LOINC:72376-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP38332-0\72376-7\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus Ab\Hepatitis C virus Ab [Presence] in Serum by Rapid immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus Ab\Hepatitis C virus Ab [Presence] in Serum by Rapid immunoassay"
"4";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\";"Hepatitis C virus IgG";"";"";"";"LOINC:LP44597-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\16129-9\";"Hepatitis C virus IgG Ab [Presence] in Serum";"";"";"";"LOINC:16129-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\16129-9\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\16936-7\";"Hepatitis C virus IgG Ab [Units/Volume] in Serum";"";"";"";"LOINC:16936-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\16936-7\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\33462-3\";"Hepatitis C virus IgG Ab [Presence] in Serum by Immunoblot (IB)";"";"";"";"LOINC:33462-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\33462-3\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Presence] in Serum by Immunoblot (IB)";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Presence] in Serum by Immunoblot (IB)"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\40726-2\";"Hepatitis C virus IgG Ab [Presence] in Serum by Immunoassay";"";"";"";"LOINC:40726-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\40726-2\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Presence] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\57006-9\";"Hepatitis C virus IgG Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:57006-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP44597-0\57006-9\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgG\Hepatitis C virus IgG Ab [Units/Volume] in Serum by Immunoassay"
"4";"\ACT\Labs\LP14855-8\LP14400-3\LP66758-1\";"Hepatitis C virus IgM";"";"";"";"LOINC:LP66758-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP66758-1\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgM";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgM"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP66758-1\51824-1\";"Hepatitis C virus IgM Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:51824-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP66758-1\51824-1\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgM\Hepatitis C virus IgM Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgM\Hepatitis C virus IgM Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14400-3\LP66758-1\53376-0\";"Hepatitis C virus IgM Ab [Units/Volume] in Serum";"";"";"";"LOINC:53376-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14400-3\LP66758-1\53376-0\";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgM\Hepatitis C virus IgM Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis C virus\Hepatitis C virus IgM\Hepatitis C virus IgM Ab [Units/Volume] in Serum"
"3";"\ACT\Labs\LP14855-8\LP17126-1\";"HIV";"";"";"";"LOINC:LP17126-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\";"";"\Lab Test Results\Virus\HIV";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV"
"4";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\";"HIV 1 Ab";"";"";"";"LOINC:LP42700-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\14092-1\";"HIV 1 Ab [Presence] in Serum by Immunofluorescence";"";"";"";"LOINC:14092-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\14092-1\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum by Immunofluorescence";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum by Immunofluorescence"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\22356-0\";"HIV 1 Ab [Units/Volume] in Serum";"";"";"";"LOINC:22356-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\22356-0\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\29893-5\";"HIV 1 Ab [Presence] in Serum by Immunoassay";"";"";"";"LOINC:29893-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\29893-5\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\43599-0\";"HIV 1 Ab [Units/Volume] in Serum by Immunofluorescence";"";"";"";"LOINC:43599-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\43599-0\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Units/Volume] in Serum by Immunofluorescence";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Units/Volume] in Serum by Immunofluorescence"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\5220-9\";"HIV 1 Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:5220-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\5220-9\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\5221-7\";"HIV 1 Ab [Presence] in Serum by Immunoblot (IB)";"";"";"";"LOINC:5221-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\5221-7\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum by Immunoblot (IB)";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum by Immunoblot (IB)"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\68961-2\";"HIV 1 Ab [Presence] in Serum; Plasma or Blood by Rapid immunoassay";"";"";"";"LOINC:68961-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\68961-2\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum; Plasma or Blood by Rapid immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum; Plasma or Blood by Rapid immunoassay"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\7917-8\";"HIV 1 Ab [Presence] in Serum";"";"";"";"LOINC:7917-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP42700-2\7917-8\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ab\HIV 1 Ab [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\10900-9\";"Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay";"";"";"";"LOINC:10900-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\10900-9\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\16935-9\";"Hepatitis B virus surface Ab [Units/Volume] in Serum";"";"";"";"LOINC:16935-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\16935-9\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\22322-2\";"Hepatitis B virus surface Ab [Presence] in Serum";"";"";"";"LOINC:22322-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\22322-2\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\39535-0\";"Hepatitis B virus surface Ab [Presence] in Serum by Radioimmunoassay (RIA)";"";"";"";"LOINC:39535-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\39535-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Presence] in Serum by Radioimmunoassay (RIA)";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Presence] in Serum by Radioimmunoassay (RIA)"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\5193-8\";"Hepatitis B virus surface Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:5193-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\5193-8\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP41149-3\5194-6\";"Hepatitis B virus surface Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)";"";"";"";"LOINC:5194-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\5194-6\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Units/Volume] in Serum by Radioimmunoassay (R";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ab\Hepatitis B virus surface Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)"
"4";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\";"Hepatitis B virus core IgG";"";"";"";"LOINC:LP2994-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\13919-6\";"Hepatitis B virus core IgG Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:13919-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\13919-6\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\22318-0\";"Hepatitis B virus core IgG Ab [Units/Volume] in Serum";"";"";"";"LOINC:22318-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\22318-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\32685-0\";"Hepatitis B virus core IgG Ab [Presence] in Serum";"";"";"";"LOINC:32685-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\32685-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\40725-4\";"Hepatitis B virus core IgG Ab [Presence] in Serum by Immunoassay";"";"";"";"LOINC:40725-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP42994-1\40725-4\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgG\Hepatitis B virus core IgG Ab [Presence] in Serum by Immunoassay"
"4";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\";"Hepatitis B virus core Ab";"";"";"";"LOINC:LP43016-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\13952-7\";"Hepatitis B virus core Ab [Presence] in Serum by Immunoassay";"";"";"";"LOINC:13952-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\13952-7\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Presence] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\16933-4\";"Hepatitis B virus core Ab [Presence] in Serum";"";"";"";"LOINC:16933-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\16933-4\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\22316-4\";"Hepatitis B virus core Ab [Units/Volume] in Serum";"";"";"";"LOINC:22316-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\22316-4\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\5187-0\";"Hepatitis B virus core Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:5187-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\5187-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\5188-8\";"Hepatitis B virus core Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)";"";"";"";"LOINC:5188-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP43016-2\5188-8\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core Ab\Hepatitis B virus core Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)"
"4";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\";"Hepatitis B virus core IgM";"";"";"";"LOINC:LP47055-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\22319-8\";"Hepatitis B virus core IgM Ab [Units/Volume] in Serum";"";"";"";"LOINC:22319-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\22319-8\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\24113-3\";"Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay";"";"";"";"LOINC:24113-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\24113-3\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Presence] in Serum or Plasma by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\31204-1\";"Hepatitis B virus core IgM Ab [Presence] in Serum";"";"";"";"LOINC:31204-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\31204-1\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\5185-4\";"Hepatitis B virus core IgM Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:5185-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\5185-4\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\5186-2\";"Hepatitis B virus core IgM Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)";"";"";"";"LOINC:5186-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP47055-6\5186-2\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Units/Volume] in Serum by Radioimmunoassay (";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus core IgM\Hepatitis B virus core IgM Ab [Units/Volume] in Serum by Radioimmunoassay (RIA)"
"4";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\";"Hepatitis B virus surface Ag";"";"";"";"LOINC:LP54058-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\5195-3\";"Hepatitis B virus surface Ag [Presence] in Serum";"";"";"";"LOINC:5195-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\5195-3\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\5196-1\";"Hepatitis B virus surface Ag [Presence] in Serum by Immunoassay";"";"";"";"LOINC:5196-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\5196-1\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum by Immunoassay"
